sales_id,order_id,product_id,price_per_unit,quantity,total_price
145,31,484,118,2,236
146,31,1071,93,1,93
147,31,1245,112,1,112
148,32,1096,115,3,345
149,32,323,109,1,109
150,32,22,96,3,288
151,33,486,118,2,236
152,33,1173,99,3,297
153,33,322,109,3,327
154,33,955,97,3,291
155,33,511,102,2,204
156,34,817,117,2,234
157,34,555,98,1,98
158,34,775,91,3,273
159,34,62,104,1,104
160,35,991,106,2,212
161,35,527,98,1,98
162,35,1257,112,2,224
163,35,1043,90,1,90
164,35,549,98,1,98
165,35,302,105,1,105
166,35,671,113,3,339
167,36,675,113,1,113
168,36,636,93,3,279
169,36,37,104,2,208
170,36,831,117,2,234
171,36,737,109,2,218
172,36,203,98,1,98
173,37,809,117,3,351
174,37,995,106,3,318
175,37,605,112,3,336
176,37,608,112,2,224
177,37,645,93,2,186
178,38,1015,90,2,180
179,38,503,102,1,102
180,38,138,92,2,184
181,39,621,112,2,224
182,39,338,109,2,218
183,39,148,91,3,273
184,39,631,93,3,279
185,39,916,96,1,96
186,39,317,109,2,218
187,39,49,104,1,104
188,39,1030,90,2,180
189,39,892,94,3,282
190,39,20,96,2,192
191,40,333,109,2,218
192,40,650,93,1,93
193,40,479,118,3,354
194,40,688,113,3,339
195,41,1012,106,1,106
196,41,730,119,1,119
197,41,579,100,3,300
198,42,866,113,1,113
199,42,978,97,2,194
200,42,330,109,1,109
201,42,1225,112,1,112
202,43,1146,102,2,204
203,43,586,100,1,100
204,43,134,92,3,276
205,44,368,94,2,188
206,44,1127,102,2,204
207,44,595,112,1,112
208,44,1076,93,1,93
209,44,704,119,1,119
210,45,476,118,1,118
211,45,705,119,3,357
212,45,1037,90,2,180
213,45,345,109,3,327
214,45,1253,112,2,224
215,45,1258,112,1,112
216,46,666,113,3,339
217,46,498,102,1,102
218,46,316,109,3,327
219,47,664,93,2,186
220,47,823,117,2,234
221,47,777,91,1,91
222,47,78,118,2,236
223,47,1089,115,3,345
224,48,960,97,1,97
225,48,683,113,3,339
226,49,40,104,3,312
227,49,1044,90,2,180
228,49,773,91,1,91
229,50,457,118,3,354
230,50,339,109,1,109
231,50,1098,115,3,345
232,50,1051,93,2,186
233,50,1033,90,3,270
234,50,429,107,1,107
235,51,668,113,1,113
236,51,968,97,3,291
237,51,1071,93,2,186
238,52,491,102,3,306
239,52,1101,115,3,345
240,52,1141,102,1,102
241,52,14,96,2,192
242,53,825,117,3,351
243,53,56,104,1,104
244,53,92,118,1,118
245,54,843,113,2,226
246,54,974,97,2,194
247,54,268,95,1,95
248,54,512,102,2,204
249,55,717,119,1,119
250,56,1061,93,1,93
251,56,879,94,3,282
252,56,469,118,1,118
253,56,610,112,3,336
254,56,968,97,2,194
255,57,1078,93,2,186
256,57,1148,102,3,306
257,57,808,117,1,117
258,58,1073,93,3,279
259,58,883,94,2,188
260,59,928,96,1,96
261,59,682,113,2,226
262,59,786,91,1,91
263,60,1054,93,2,186
264,60,926,96,1,96
265,60,590,100,1,100
266,60,203,98,3,294
267,60,913,96,1,96
268,60,451,107,3,321
269,61,1163,99,1,99
270,61,210,106,1,106
271,61,1180,99,1,99
272,61,710,119,3,357
273,61,316,109,2,218
274,62,1045,90,2,180
275,62,1192,105,2,210
276,63,327,109,3,327
277,63,975,97,2,194
278,63,360,94,2,
279,63,208,98,1,98
280,64,801,91,2,182
281,64,623,112,2,224
282,64,1012,106,1,106
283,64,680,113,2,226
284,65,1184,99,3,297
285,65,744,109,3,327
286,66,947,97,3,291
287,66,847,113,1,113
288,66,810,117,3,351
289,66,465,118,2,236
290,66,125,92,2,184
291,66,728,119,1,119
292,66,901,94,2,188
293,66,672,113,2,226
294,66,163,91,3,273
295,66,942,96,1,96
296,67,1038,90,2,180
297,67,798,91,2,182
298,67,453,107,2,214
299,68,64,104,1,104
300,68,436,107,2,214
301,68,1029,90,1,90
302,68,78,118,1,118
303,69,103,118,1,118
304,69,175,98,3,294
305,69,1059,93,1,93
306,69,1210,105,2,210
307,69,817,117,2,234
308,69,616,112,3,336
309,70,593,100,1,100
310,71,1100,115,1,115
311,71,230,106,2,212
312,72,1028,90,2,180
313,72,548,98,2,196
314,72,71,118,2,236
315,72,596,112,2,224
316,73,467,118,3,354
317,73,1135,102,1,102
318,73,1014,106,1,106
319,73,1188,99,3,297
320,73,70,118,2,236
321,74,507,102,2,204
322,74,311,105,2,210
323,74,85,118,2,236
324,75,571,100,2,200
325,75,395,119,3,357
326,75,604,112,3,336
327,76,452,107,1,107
328,76,1083,93,2,186
329,76,214,106,1,106
330,76,1158,99,1,99
331,76,1132,102,1,102
332,76,1067,93,3,279
333,76,842,113,2,226
334,77,81,118,3,354
335,77,672,113,1,113
336,77,390,119,3,357
337,77,614,112,1,112
338,77,535,98,3,294
339,77,1165,99,2,198
340,77,364,94,1,94
341,77,1221,105,1,105
342,77,878,94,3,282
343,77,782,91,3,273
344,77,819,117,3,351
345,77,577,100,2,200
346,78,733,119,3,357
347,78,1086,115,2,230
348,78,1001,106,2,212
349,79,481,118,2,236
350,79,499,102,1,102
351,79,1244,112,3,336
352,79,947,97,1,97
353,80,21,96,2,192
354,80,978,97,2,194
355,81,55,104,3,312
356,81,987,106,2,212
357,81,1175,99,1,99
358,81,142,91,1,91
359,81,143,91,3,273
360,81,626,112,1,112
361,82,599,112,2,224
362,82,528,98,3,294
363,82,757,109,1,109
364,82,1042,90,3,270
365,82,676,113,2,226
366,82,239,106,3,318
367,83,588,100,1,100
368,83,88,118,1,118
369,83,260,95,2,190
370,84,1074,93,1,93
371,84,371,94,3,282
372,84,191,98,2,196
373,85,442,107,1,107
374,85,379,94,1,94
375,85,613,112,3,336
376,86,572,100,2,200
377,87,98,118,3,354
378,87,276,95,1,95
379,87,278,95,2,190
380,87,174,91,2,182
381,88,126,92,1,92
382,88,862,113,3,339
383,88,407,119,1,119
384,88,86,118,2,236
385,88,770,91,2,182
386,88,915,96,2,192
387,88,1221,105,2,210
388,89,271,95,1,95
389,89,818,117,2,234
390,89,549,98,1,98
391,89,520,102,3,306
392,89,545,98,1,98
393,90,134,92,3,276
394,90,19,96,2,192
395,90,746,109,2,218
396,90,1129,102,3,306
397,90,50,104,3,312
398,90,641,93,1,93
399,91,1128,102,1,102
400,91,371,94,1,94
401,91,224,106,3,318
402,91,498,102,3,306
403,91,1045,90,3,270
404,92,434,107,3,321
405,92,994,106,3,318
406,92,234,106,2,212
407,92,991,106,3,318
408,93,1247,112,3,336
409,93,1259,112,3,336
410,94,883,94,2,188
411,94,1073,93,3,279
412,94,212,106,2,212
413,94,458,118,3,354
414,94,939,96,2,192
415,95,1168,99,3,297
416,95,444,107,1,107
417,95,497,102,2,204
418,95,1167,99,2,198
419,95,415,119,3,357
420,95,426,107,2,214
421,95,1091,115,1,
422,95,742,109,2,218
423,96,1025,90,2,180
424,96,1123,102,1,102
425,96,345,109,2,218
426,96,395,119,1,119
427,96,1223,105,2,210
428,96,940,96,1,96
429,97,120,92,1,92
430,97,541,98,1,98
431,97,856,113,3,339
432,97,1183,99,1,99
433,97,307,105,3,315
434,97,1209,105,3,315
435,97,545,98,1,98
436,97,476,118,1,118
437,98,1022,90,2,180
438,98,431,107,2,214
439,98,943,96,1,96
440,98,1103,115,1,115
441,98,982,106,3,318
442,98,645,93,1,93
443,99,1238,112,2,224
444,99,159,91,3,273
445,99,26,96,1,96
446,99,485,118,2,236
447,99,353,94,2,188
448,100,458,118,2,236
449,100,1083,93,2,186
450,100,471,118,2,236
451,100,138,92,3,276
452,100,470,118,1,118
453,100,373,94,2,188
454,100,392,119,3,357
455,100,1242,112,1,112
456,101,643,93,3,279
457,101,1216,105,1,105
458,101,1113,115,1,115
459,101,474,118,3,354
460,101,1119,115,3,345
461,102,332,109,3,327
462,103,772,91,1,91
463,103,756,109,3,327
464,103,159,91,1,91
465,103,663,93,3,279
466,103,740,109,3,327
467,103,549,98,2,196
468,103,9,96,2,192
469,103,78,118,3,354
470,104,1182,99,1,99
471,104,67,104,3,312
472,104,1066,93,1,93
473,104,927,96,3,288
474,104,385,119,1,119
475,104,1098,115,2,230
476,105,269,95,2,190
477,105,929,96,1,96
478,106,639,93,2,186
479,106,1069,93,3,279
480,106,1105,115,3,345
481,107,39,104,2,208
482,107,388,119,1,119
483,107,349,109,2,218
484,107,203,98,3,294
485,107,882,94,1,94
486,107,242,106,2,212
487,108,707,119,3,357
488,108,155,91,3,273
489,108,1193,105,3,
490,108,505,102,1,102
491,108,1214,105,3,315
492,108,685,113,2,226
493,108,555,98,2,196
494,108,394,119,3,357
495,109,248,95,3,285
496,109,1108,115,2,230
497,109,1072,93,1,93
498,109,586,100,1,100
499,110,687,113,2,226
500,110,818,117,1,117
501,110,891,94,1,94
502,110,1144,102,1,102
503,110,647,93,3,279
504,111,306,105,1,105
505,111,186,98,1,98
506,111,1056,93,2,186
507,111,1031,90,3,270
508,111,660,93,3,279
509,111,1091,115,1,115
510,112,401,119,2,238
511,112,1166,99,1,99
512,112,884,94,3,282
513,112,755,109,2,218
514,112,259,95,1,95
515,112,1245,112,1,112
516,113,760,109,3,327
517,113,1236,112,3,336
518,113,153,91,2,182
519,113,979,97,3,291
520,113,172,91,3,273
521,113,562,100,3,300
522,113,1030,90,2,180
523,113,90,118,2,236
524,113,533,98,1,98
525,113,640,93,1,93
526,114,922,96,2,192
527,114,260,95,2,190
528,114,997,106,3,318
529,114,740,109,1,109
530,114,991,106,3,318
531,114,965,97,2,194
532,114,171,91,1,91
533,115,249,95,3,285
534,115,1196,105,1,105
535,115,539,98,1,98
536,115,984,106,1,106
537,116,370,94,1,94
538,116,621,112,2,224
539,117,405,119,2,
540,117,765,109,1,109
541,117,890,94,3,282
542,117,532,98,1,98
543,117,462,118,3,354
544,117,522,102,1,102
545,118,360,94,1,94
546,118,99,118,1,118
547,118,110,92,1,92
548,118,603,112,2,224
549,119,551,98,2,196
550,119,911,96,1,96
551,119,66,104,1,104
552,119,63,104,1,104
553,120,1231,112,1,112
554,120,340,109,2,218
555,120,881,94,2,188
556,120,560,100,1,100
557,120,11,96,2,192
558,120,395,119,3,357
559,121,920,96,2,192
560,121,58,104,1,104
561,121,568,100,2,200
562,121,1200,105,1,105
563,121,60,104,2,208
564,121,266,95,2,190
565,121,1222,105,3,315
566,121,1126,102,1,102
567,122,1015,90,3,270
568,122,616,112,1,112
569,122,258,95,1,95
570,122,712,119,2,238
571,123,616,112,1,112
572,123,724,119,2,238
573,123,700,119,3,357
574,123,553,98,2,196
575,123,958,97,2,194
576,123,1065,93,2,186
577,123,108,92,2,184
578,123,75,118,1,118
579,123,361,94,3,282
580,124,352,94,2,188
581,124,563,100,1,100
582,124,647,93,1,93
583,124,572,100,2,200
584,124,32,96,3,288
585,124,200,98,3,294
586,124,1199,105,2,210
587,124,137,92,3,276
588,124,1058,93,3,279
589,124,640,93,1,93
590,125,586,100,1,100
591,125,1223,105,1,105
592,126,678,113,1,113
593,126,312,105,2,210
594,126,444,107,2,214
595,126,33,96,2,192
596,126,613,112,2,224
597,126,310,105,3,315
598,127,384,94,3,282
599,127,539,98,3,294
600,127,1138,102,1,102
601,127,34,96,1,96
602,127,542,98,1,98
603,127,477,118,2,236
604,127,328,109,2,218
605,127,121,92,1,92
606,128,674,113,3,339
607,128,240,106,3,318
608,128,1002,106,2,212
609,128,322,109,2,218
610,128,814,117,3,351
611,128,185,98,1,98
612,128,787,91,2,182
613,129,1026,90,2,180
614,129,570,100,1,100
615,129,872,113,2,226
616,130,250,95,1,95
617,131,215,106,3,318
618,131,535,98,1,98
619,131,865,113,2,226
620,131,1142,102,2,204
621,131,517,102,1,102
622,132,420,107,1,107
623,132,207,98,2,196
624,132,979,97,1,97
625,132,1227,112,2,224
626,132,658,93,3,279
627,133,523,102,1,102
628,133,942,96,2,192
629,133,374,94,3,282
630,134,770,91,1,91
631,134,516,102,2,204
632,134,989,106,2,212
633,134,407,119,2,238
634,134,840,113,2,226
635,134,185,98,2,196
636,134,653,93,3,
637,134,1194,105,1,105
638,135,106,92,1,92
639,135,730,119,2,238
640,135,654,93,2,186
641,135,376,94,1,94
642,136,816,117,2,234
643,136,174,91,3,273
644,136,582,100,3,300
645,137,1137,102,1,102
646,137,175,98,1,98
647,137,826,117,1,117
648,137,236,106,3,318
649,138,51,104,2,208
650,138,518,102,3,306
651,138,2,96,2,192
652,138,1065,93,1,93
653,138,383,94,2,188
654,139,521,102,2,204
655,139,428,107,1,107
656,139,280,105,1,105
657,139,1110,115,3,345
658,140,701,119,3,357
659,140,955,97,1,97
660,140,575,100,1,100
661,140,533,98,2,196
662,140,687,113,3,339
663,140,628,112,1,112
664,140,1130,102,3,306
665,141,805,117,3,351
666,141,950,97,1,97
667,141,733,119,3,357
668,142,8,96,3,288
669,142,843,113,2,226
670,142,131,92,3,276
671,142,575,100,3,300
672,142,717,119,3,357
673,142,1237,112,3,336
674,142,712,119,1,119
675,142,932,96,3,288
676,142,630,93,3,279
677,143,740,109,2,218
678,143,94,118,2,236
679,143,1083,93,1,93
680,143,387,119,1,119
681,143,1123,102,3,306
682,143,837,117,1,117
683,144,698,113,1,113
684,144,295,105,3,315
685,144,461,118,2,236
686,144,680,113,2,226
687,145,1138,102,1,
688,145,623,112,3,336
689,145,655,93,2,186
690,145,472,118,3,354
691,146,17,96,3,288
692,146,610,112,3,336
693,147,1250,112,1,112
694,148,213,106,1,106
695,148,779,91,3,273
696,148,1214,105,3,315
697,148,220,106,3,318
698,149,423,107,1,107
699,149,549,98,3,294
700,149,931,96,1,96
701,149,380,94,2,188
702,149,93,118,3,354
703,150,736,109,1,109
704,150,1110,115,3,345
705,150,263,95,3,285
706,150,234,106,2,212
707,151,772,91,1,91
708,151,842,113,2,226
709,151,287,105,3,315
710,151,992,106,1,106
711,152,246,95,1,95
712,152,731,119,1,119
713,152,490,102,1,102
714,152,897,94,1,94
715,152,537,98,3,294
716,152,904,94,3,282
717,152,1230,112,1,112
718,152,1188,99,2,198
719,153,542,98,3,294
720,153,698,113,1,113
721,153,769,109,3,327
722,153,989,106,2,212
723,153,1188,99,3,297
724,153,1235,112,3,336
725,154,347,109,1,109
726,154,1043,90,1,90
727,154,174,91,1,91
728,154,630,93,2,186
729,154,625,112,2,224
730,155,512,102,1,102
731,156,1253,112,1,112
732,156,1155,99,2,198
733,156,438,107,2,214
734,156,719,119,1,119
735,156,470,118,3,354
736,157,918,96,3,288
737,157,585,100,1,100
738,157,493,102,2,204
739,157,442,107,1,107
740,158,1173,99,2,198
741,158,975,97,2,194
742,158,238,106,1,106
743,158,130,92,2,184
744,158,257,95,2,190
745,158,100,118,3,354
746,159,118,92,2,184
747,159,172,91,2,182
748,159,209,98,2,196
749,159,410,119,3,357
750,160,765,109,1,109
751,160,117,92,1,92
752,160,94,118,1,118
753,160,1213,105,1,105
754,160,437,107,2,214
755,160,1102,115,1,115
756,160,122,92,2,184
757,160,878,94,2,188
758,160,134,92,3,276
759,160,951,97,1,97
760,161,48,104,2,208
761,161,1177,99,2,198
762,161,936,96,1,96
763,161,1041,90,2,180
764,161,483,118,2,236
765,161,525,98,3,294
766,161,63,104,3,312
767,161,517,102,2,204
768,162,896,94,1,94
769,162,1052,93,3,279
770,162,1091,115,3,345
771,162,870,113,2,226
772,162,849,113,2,226
773,163,937,96,2,192
774,163,753,109,1,109
775,163,563,100,3,300
776,163,549,98,2,196
777,163,43,104,3,312
778,163,682,113,3,339
779,163,372,94,1,94
780,163,153,91,2,182
781,164,1202,105,2,210
782,164,604,112,1,112
783,164,275,95,2,190
784,164,8,96,1,96
785,164,425,107,3,321
786,165,1165,99,3,297
787,165,1029,90,1,90
788,165,118,92,2,184
789,165,700,119,1,119
790,165,679,113,1,113
791,165,1060,93,2,186
792,165,26,96,1,96
793,166,743,109,1,109
794,166,827,117,3,351
795,166,740,109,1,109
796,166,661,93,2,186
797,166,217,106,2,212
798,166,430,107,3,321
799,167,1035,90,2,180
800,167,930,96,1,96
801,167,217,106,1,106
802,167,134,92,2,184
803,168,1037,90,3,270
804,168,1112,115,3,345
805,168,19,96,1,96
806,168,439,107,1,107
807,168,605,112,2,224
808,169,1016,90,2,180
809,169,468,118,3,354
810,169,928,96,2,192
811,169,605,112,2,224
812,169,722,119,2,238
813,169,792,91,3,273
814,169,526,98,3,294
815,169,1062,93,1,93
816,169,751,109,2,218
817,170,673,113,3,339
818,170,357,94,1,94
819,170,345,109,1,109
820,170,1224,105,2,210
821,170,899,94,2,188
822,171,520,102,2,204
823,171,655,93,1,93
824,171,812,117,1,117
825,171,444,107,3,321
826,171,785,91,1,91
827,171,85,118,2,236
828,171,198,98,2,196
829,171,314,105,2,210
830,172,574,100,3,300
831,172,413,119,1,119
832,172,1156,99,2,198
833,172,683,113,3,339
834,172,706,119,3,357
835,172,1245,112,3,336
836,173,1005,106,2,212
837,174,1174,99,1,99
838,174,634,93,3,279
839,174,795,91,1,91
840,175,329,109,1,109
841,175,165,91,1,91
842,175,968,97,3,291
843,175,1207,105,3,315
844,175,381,94,3,282
845,175,890,94,3,282
846,175,66,104,1,104
847,175,1052,93,1,93
848,176,704,119,1,119
849,176,642,93,1,93
850,176,124,92,1,92
851,176,24,96,3,288
852,176,1095,115,3,345
853,176,1028,90,1,90
854,177,64,104,1,
855,177,256,95,1,95
856,177,257,95,2,190
857,177,207,98,1,98
858,177,976,97,3,291
859,177,1059,93,3,279
860,178,593,100,1,100
861,178,307,105,1,105
862,178,1023,90,1,90
863,179,182,98,2,196
864,179,700,119,2,238
865,179,788,91,3,273
866,179,360,94,2,188
867,179,1235,112,1,112
868,179,449,107,3,321
869,180,50,104,3,312
870,180,1184,99,1,99
871,180,1245,112,1,112
872,180,1058,93,2,186
873,180,1054,93,1,93
874,180,272,95,1,95
875,181,463,118,1,118
876,181,506,102,3,306
877,182,852,113,2,226
878,182,408,119,2,238
879,182,578,100,2,200
880,182,858,113,3,339
881,182,756,109,1,109
882,182,525,98,1,98
883,182,792,91,3,273
884,182,705,119,2,238
885,182,60,104,2,208
886,183,1192,105,2,210
887,183,513,102,3,306
888,183,758,109,3,327
889,183,202,98,1,98
890,183,359,94,2,188
891,183,300,105,3,315
892,183,709,119,2,238
893,184,31,96,2,192
894,184,1100,115,2,230
895,184,318,109,2,218
896,185,360,94,3,282
897,185,1145,102,1,102
898,185,469,118,2,236
899,185,406,119,3,357
900,185,411,119,2,238
901,185,249,95,1,95
902,185,55,104,3,312
903,185,948,97,2,194
904,185,1057,93,3,279
905,186,316,109,2,218
906,186,642,93,2,186
907,186,759,109,2,218
908,186,1208,105,2,210
909,186,617,112,1,112
910,186,1038,90,1,90
911,187,129,92,3,276
912,187,95,118,3,354
913,187,66,104,1,104
914,187,644,93,3,279
915,187,771,91,2,182
916,188,961,97,3,291
917,188,1246,112,3,336
918,188,1109,115,1,115
919,189,214,106,1,106
920,189,668,113,1,113
921,189,179,98,2,196
922,189,877,94,2,188
923,190,431,107,3,321
924,191,219,106,1,106
925,191,1077,93,2,186
926,191,130,92,2,184
927,191,74,118,1,118
928,191,23,96,2,192
929,191,282,105,1,105
930,192,863,113,2,226
931,192,390,119,3,357
932,192,990,106,3,318
933,192,920,96,3,288
934,192,9,96,3,288
935,192,664,93,1,93
936,192,573,100,3,300
937,193,1084,93,2,186
938,193,63,104,3,312
939,193,396,119,2,238
940,193,762,109,1,109
941,193,593,100,2,200
942,193,1061,93,2,186
943,193,656,93,3,279
944,193,727,119,1,119
945,194,371,94,1,94
946,194,303,105,3,315
947,194,954,97,1,97
948,194,893,94,1,94
949,194,25,96,1,96
950,194,179,98,3,294
951,194,71,118,3,354
952,195,495,102,3,306
953,195,1212,105,2,210
954,195,370,94,2,188
955,196,1053,93,3,279
956,196,948,97,2,194
957,196,1127,102,1,102
958,196,750,109,1,109
959,196,239,106,3,318
960,196,306,105,2,210
961,197,1065,93,1,93
962,197,1244,112,2,224
963,197,697,113,2,226
964,197,254,95,3,285
965,197,864,113,1,113
966,198,172,91,3,273
967,198,204,98,2,196
968,198,1259,112,2,224
969,199,78,118,2,236
970,199,1057,93,3,279
971,199,655,93,3,279
972,199,249,95,3,285
973,200,758,109,3,327
974,200,1158,99,2,198
975,200,964,97,2,194
976,200,135,92,2,184
977,200,842,113,3,339
978,200,992,106,1,106
979,201,974,97,3,291
980,201,1085,115,2,230
981,201,451,107,2,214
982,201,27,96,2,192
983,201,486,118,1,118
984,202,104,118,3,354
985,202,182,98,3,294
986,202,1177,99,1,99
987,202,174,91,3,273
988,202,224,106,1,106
989,202,860,113,1,113
990,203,574,100,1,100
991,203,1058,93,2,186
992,203,1170,99,2,198
993,203,1229,112,1,112
994,203,1104,115,3,345
995,204,879,94,1,94
996,204,325,109,2,218
997,204,649,93,1,93
998,204,484,118,2,236
999,205,502,102,2,204
1000,205,506,102,2,204
1001,205,230,106,1,106
1002,206,249,95,1,95
1003,206,66,104,3,312
1004,206,340,109,2,218
1005,206,541,98,2,196
1006,206,912,96,1,96
1007,206,553,98,3,294
1008,207,403,119,1,119
1009,207,327,109,3,327
1010,207,1017,90,1,90
1011,207,839,117,2,234
1012,208,501,102,2,204
1013,208,231,106,2,212
1014,208,895,94,1,94
1015,208,744,109,1,109
1016,208,1006,106,1,106
1017,208,486,118,3,354
1018,209,837,117,1,117
1019,209,428,107,2,214
1020,209,1220,105,1,105
1021,209,29,96,2,192
1022,210,412,119,3,357
1023,210,546,98,3,294
1024,211,1253,112,2,224
1025,211,430,107,2,214
1026,211,152,91,3,273
1027,211,519,102,1,102
1028,211,573,100,3,300
1029,212,1087,115,3,345
1030,212,317,109,3,327
1031,212,627,112,1,112
1032,212,517,102,2,204
1033,212,1174,99,1,99
1034,212,362,94,3,282
1035,212,172,91,2,182
1036,212,1006,106,1,106
1037,213,262,95,3,285
1038,213,907,94,1,94
1039,213,759,109,3,327
1040,213,1007,106,2,212
1041,213,737,109,1,109
1042,213,55,104,1,104
1043,213,522,102,3,306
1044,214,667,113,3,339
1045,214,1111,115,1,115
1046,214,415,119,1,119
1047,214,740,109,1,109
1048,215,207,98,1,98
1049,215,618,112,2,224
1050,215,780,91,3,273
1051,215,793,91,2,182
1052,216,370,94,1,94
1053,216,118,92,1,92
1054,216,731,119,2,238
1055,216,303,105,1,105
1056,216,493,102,3,306
1057,217,1149,102,3,306
1058,217,865,113,1,113
1059,217,871,113,3,339
1060,217,245,95,2,190
1061,217,277,95,3,285
1062,217,1058,93,1,93
1063,217,1029,90,3,270
1064,218,360,94,1,94
1065,218,478,118,2,236
1066,218,1219,105,3,315
1067,219,279,95,2,190
1068,219,872,113,1,113
1069,219,288,105,1,105
1070,219,956,97,1,97
1071,220,878,94,2,188
1072,220,1000,106,3,318
1073,220,97,118,1,118
1074,220,472,118,3,354
1075,221,824,117,3,351
1076,221,348,109,2,218
1077,221,416,119,3,357
1078,221,700,119,1,119
1079,222,908,94,3,
1080,222,796,91,2,182
1081,222,490,102,3,306
1082,223,883,94,3,282
1083,223,373,94,1,94
1084,223,832,117,1,117
1085,223,13,96,1,96
1086,223,1117,115,3,345
1087,223,91,118,2,236
1088,223,583,100,3,300
1089,224,449,107,2,214
1090,224,57,104,2,208
1091,224,179,98,3,294
1092,224,516,102,3,306
1093,225,687,113,2,226
1094,225,382,94,1,94
1095,225,575,100,2,200
1096,225,328,109,2,218
1097,225,318,109,3,327
1098,225,243,106,3,318
1099,226,711,119,2,238
1100,226,1128,102,3,306
1101,226,206,98,1,98
1102,226,972,97,1,97
1103,226,860,113,3,339
1104,226,683,113,2,226
1105,226,900,94,2,188
1106,226,512,102,2,204
1107,226,517,102,1,102
1108,228,478,118,3,354
1109,228,904,94,1,94
1110,228,123,92,1,92
1111,228,1026,90,3,270
1112,228,381,94,2,188
1113,229,523,102,2,204
1114,229,695,113,1,113
1115,229,145,91,3,273
1116,230,1146,102,1,102
1117,230,51,104,1,104
1118,230,657,93,1,93
1119,231,192,98,2,196
1120,231,646,93,2,186
1121,231,1,96,1,96
1122,231,740,109,1,109
1123,231,126,92,2,184
1124,232,794,91,3,273
1125,232,246,95,2,190
1126,232,447,107,2,214
1127,232,43,104,3,312
1128,232,1182,99,3,297
1129,233,218,106,3,318
1130,233,1191,105,2,210
1131,233,886,94,1,94
